통계 년도,통계 코드,컬럼 명,컬럼 영문명,전체 척 수,전체 톤수,전체 마력,동력 척 수,동력 톤수,동력 마력,무동력 척 수,무동력 톤수,최초 생성 시점,최종 변경 시점
1997,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,942,43418.1,376256,942,43418.1,376256,0,0,2017-12-02,2017-12-02
1997,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),85,5038.86,35847,85,5038.86,35847,0,0,2017-12-02,2017-12-02
1997,1990,  기   타   원   양    어   업,Others,7,1221.43,3700,7,1221.43,3700,0,0,2017-12-02,2017-12-02
1997,6990,  기                        타,Others,1771,31570.28,158705,1131,30570.29,158705,640,999.99,2017-12-02,2017-12-02
2006,0,총                          계,Total,86113,673719.29,14388063,83358,671299.4,14387995,2755,2419.89,2017-12-02,2017-12-02
2006,1000,원       양        어       업,Distant Waters Fisheries,483,258422.11,758741,483,258422.11,758741,0,0,2017-12-02,2017-12-02
2009,0,총                          계,Total,77713,594772.38,13350321,75247,592444.59,13350321,2466,2327.79,2017-12-02,2017-12-02
2009,6030,  시   험   및    교   습   선,Experiment & Education Boats,40,6272.86,30589,37,6270.02,30589,3,2.84,2017-12-02,2017-12-02
2009,6010,  어   획   물    운   반   선,Fish Carrier,132,22715.04,86103,132,22715.04,86103,0,0,2017-12-02,2017-12-02
2009,5010,  내    수    면     어     업,Inland Waters Fisheries,3824,2974.59,228429,3275,2809.56,228429,549,165.03,2017-12-02,2017-12-02
2009,4010,  천      해        양      식,Shallow Sea Culture,17786,31077.38,1733981,17337,30559.7,1733981,449,517.68,2017-12-02,2017-12-02
2009,3990,  연      안        기      타,Coastal Others,6,1.27,33,2,0.57,33,4,0.7,2017-12-02,2017-12-02
2009,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),702,1787.9,111042,617,1640.26,111042,85,147.64,2017-12-02,2017-12-02
2009,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),1191,2096.55,144195,1152,2011.51,144195,39,85.04,2017-12-02,2017-12-02
2009,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,25459,54943.94,3638781,25016,54583.52,3638781,443,360.42,2017-12-02,2017-12-02
2009,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,8,42.68,2387,8,42.68,2387,0,0,2017-12-02,2017-12-02
2009,3090,  연   안   조   망    어   업,Coastal Beam Trawl,102,531.32,27310,102,531.32,27310,0,0,2017-12-02,2017-12-02
2009,3080,  연   안   들   망    어   업,Coastal Lift Nets,189,834.54,41184,181,824.2,41184,8,10.34,2017-12-02,2017-12-02
2009,3070,  연   안   통   발    어   업,Coastal Trap,5619,14545.31,969287,5509,14401.14,969287,110,144.17,2017-12-02,2017-12-02
2009,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2009,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2009,3040,  연   안   선   망    어   업,Coastal Purse Seines,251,1488.63,73909,242,1477.43,73909,9,11.2,2017-12-02,2017-12-02
2009,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2009,3020,  연  안   안  강  망   어  업,Small Stow Net,449,2923.31,157802,448,2920.61,157802,1,2.7,2017-12-02,2017-12-02
2009,3010,  연  안   유  자  망   어  업,Coastal Gill Net,16278,41778.71,2915413,16044,41571.86,2915413,234,206.85,2017-12-02,2017-12-02
2005,6030,  시   험   및    교   습   선,Experiment & Education Boats,41,10224.76,34753,40,10223.76,34753,1,1,2017-12-02,2017-12-02
2005,6020,  지    도      단    속    선,Patrol Boats,161,18555.84,100604,161,18555.84,100604,0,0,2017-12-02,2017-12-02
2006,1070,  원   양   통   발    어   업,Distant Waters Trap,7,1615.76,5510,7,1615.76,5510,0,0,2017-12-02,2017-12-02
2006,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,62,27122.71,81836,62,27122.71,81836,0,0,2017-12-02,2017-12-02
2006,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,8,3752.46,12200,8,3752.46,12200,0,0,2017-12-02,2017-12-02
2006,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,2,320.98,920,2,320.98,920,0,0,2017-12-02,2017-12-02
2006,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,24,24358.98,86075,24,24358.98,86075,0,0,2017-12-02,2017-12-02
2006,1020,  원   양   트   롤    어   업,Otter Trawl,177,120826,332822,177,120826,332822,0,0,2017-12-02,2017-12-02
2006,1010,  원   양   연   승    어   업,Long Line,194,78453.41,233193,194,78453.41,233193,0,0,2017-12-02,2017-12-02
2000,3090,  연   안   조   망    어   업,Coastal Beam Trawl,556,2323.17,98409,554,2322.52,98409,2,0.65,2017-12-02,2017-12-02
2000,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,4,7.68,394,4,7.68,394,0,0,2017-12-02,2017-12-02
2006,2090,  소   형   선   망    어   업,Small Powered Purse Seines,105,1748.74,39039,105,1748.74,39039,0,0,2017-12-02,2017-12-02
2006,2080,  대   형   선   망    어   업,Large Powered Purse Seines,191,26191.48,228933,191,26191.48,228933,0,0,2017-12-02,2017-12-02
2006,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,38,1994.42,31475,38,1994.42,31475,0,0,2017-12-02,2017-12-02
2006,2060,  대   형   트   롤    어   업,Large Otter Trawl,58,8088.95,80437,58,8088.95,80437,0,0,2017-12-02,2017-12-02
2006,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),22,1134,10775,22,1134,10775,0,0,2017-12-02,2017-12-02
2006,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),44,2354.21,21520,44,2354.21,21520,0,0,2017-12-02,2017-12-02
2006,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,44,2609.06,18544,44,2609.06,18544,0,0,2017-12-02,2017-12-02
2006,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),88,11080.1,100743,88,11080.1,100743,0,0,2017-12-02,2017-12-02
2006,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),52,4839.73,30553,52,4839.73,30553,0,0,2017-12-02,2017-12-02
2006,2000,근       해         어      업,Off-Shore Fisheries,3629,162831.04,1880114,3629,162831.04,1880114,0,0,2017-12-02,2017-12-02
2006,1990,  기   타   원   양    어   업,Others,9,1971.81,6185,9,1971.81,6185,0,0,2017-12-02,2017-12-02
1998,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,970,30833.03,769898,970,30833.03,769898,0,0,2017-12-02,2017-12-02
1998,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,937,42514.77,380520,937,42514.77,380520,0,0,2017-12-02,2017-12-02
1998,2090,  소   형   선   망    어   업,Small Powered Purse Seines,99,1656.24,27445,99,1656.24,27445,0,0,2017-12-02,2017-12-02
1998,2080,  대   형   선   망    어   업,Large Powered Purse Seines,251,32481.74,259070,251,32481.74,259070,0,0,2017-12-02,2017-12-02
1998,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,39,2275.38,17389,39,2275.38,17389,0,0,2017-12-02,2017-12-02
1998,2060,  대   형   트   롤    어   업,Large Otter Trawl,92,12393.38,118821,92,12393.38,118821,0,0,2017-12-02,2017-12-02
1998,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),16,645,6879,16,645,6879,0,0,2017-12-02,2017-12-02
1998,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,604,20711.01,1042048,604,20711.01,1042048,0,0,2017-12-02,2017-12-02
1998,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),304,33013.81,238452,304,33013.81,238452,0,0,2017-12-02,2017-12-02
1998,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,108,47740.23,146135,108,47740.23,146135,0,0,2017-12-02,2017-12-02
1998,6990,  기                        타,Others,2075,30961.68,190272,1433,29932.55,190272,642,1029.13,2017-12-02,2017-12-02
1998,6020,  지    도      단    속    선,Patrol Boats,166,13494.85,86725,165,13490.01,86725,1,4.84,2017-12-02,2017-12-02
1998,6010,  어   획   물    운   반   선,Fish Carrier,220,92780.13,203693,220,92780.13,203693,0,0,2017-12-02,2017-12-02
1998,6000,기       타        어       업,Others,2550,153119.87,530951,1878,152040.48,530951,672,1079.39,2017-12-02,2017-12-02
1998,5000,내     수     면     어     업,Inland Waters Fisheries,2624,1702.89,72424,1913,1453.04,72424,711,249.85,2017-12-02,2017-12-02
1998,4010,  천      해        양      식,Shallow Sea Culture,20911,27894.01,1302877,19905,26709.27,1302877,1006,1184.74,2017-12-02,2017-12-02
1998,4000,양            식            업,Culture,20911,27894.01,1302877,19905,26709.27,1302877,1006,1184.74,2017-12-02,2017-12-02
2006,2100,  근  해   채  낚  기   어  업,Off-Shore Angling,679,26266.63,337746,679,26266.63,337746,0,0,2017-12-02,2017-12-02
2006,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,469,16995.74,183792,469,16995.74,183792,0,0,2017-12-02,2017-12-02
2004,1010,  원   양   연   승    어   업,Long Line,192,76527.35,143198,192,76527.35,143198,0,0,2017-12-02,2017-12-02
2004,1000,원       양        어       업,Distant Waters Fisheries,491,261236.87,633173,491,261236.87,633173,0,0,2017-12-02,2017-12-02
2004,0,총                          계,Total,91608,724979.88,16743102,87203,721397.74,16743102,4405,3582.14,2017-12-02,2017-12-02
2007,3140,  정    치    망     어     업,Set Nets,482,3595.03,249547,422,3483.75,249547,60,111.28,2017-12-02,2017-12-02
2008,3090,  연   안   조   망    어   업,Coastal Beam Trawl,60,287.65,15365,60,287.65,15365,0,0,2017-12-02,2017-12-02
2008,3070,  연   안   통   발    어   업,Coastal Trap,5782,14963.94,970351,5653,14802.79,970201,129,161.15,2017-12-02,2017-12-02
2008,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2008,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2008,3040,  연   안   선   망    어   업,Coastal Purse Seines,258,1557.93,76094,250,1553.4,76094,8,4.53,2017-12-02,2017-12-02
2005,3140,  정    치    망     어     업,Set Nets,470,3082.44,69599,410,2955.8,69599,60,126.64,2017-12-02,2017-12-02
2005,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),421,630.61,29908,323,483.16,29908,98,147.45,2017-12-02,2017-12-02
2005,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),479,835.15,42317,442,762.73,42317,37,72.42,2017-12-02,2017-12-02
2005,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,33725,82064.22,4442944,32743,81333.69,4442944,982,730.53,2017-12-02,2017-12-02
2005,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,7,47.29,1960,7,47.29,1960,0,0,2017-12-02,2017-12-02
2005,3090,  연   안   조   망    어   업,Coastal Beam Trawl,529,2637.55,119524,529,2637.55,119524,0,0,2017-12-02,2017-12-02
2005,3080,  연   안   들   망    어   업,Coastal Lift Nets,248,947.36,40786,236,929.93,40786,12,17.43,2017-12-02,2017-12-02
2005,3070,  연   안   통   발    어   업,Coastal Trap,8151,22109.9,1180169,8095,22035.02,1180169,56,74.88,2017-12-02,2017-12-02
2005,3060,  연  안   채  낚  기   어  업,Coastal Angling,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2005,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2005,3040,  연   안   선   망    어   업,Coastal Purse Seines,318,1820.74,79771,312,1809.32,79771,6,11.42,2017-12-02,2017-12-02
2006,3000,연       안        어       업,Coastal Fisheries,59889,149749.12,9818977,58390,148272.07,9818909,1499,1477.05,2017-12-02,2017-12-02
2006,2180,  근   해   연   승    어   업,Off-Shore Long Line,495,13585.29,215655,495,13585.29,215655,0,0,2017-12-02,2017-12-02
2006,2170,  근   해   형   망    어   업,Off-Shore Long Line,119,1757.74,39125,119,1757.74,39125,0,0,2017-12-02,2017-12-02
2006,2160,  근   해   통   발    어   업,Off-Shore Trap,250,13943.06,133934,250,13943.06,133934,0,0,2017-12-02,2017-12-02
2006,2150,  잠    수    기      어    업,Diving,236,1218.66,73898,236,1218.66,73898,0,0,2017-12-02,2017-12-02
2006,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,9,151.74,3397,9,151.74,3397,0,0,2017-12-02,2017-12-02
2006,2130,  근  해   안  강  망   어  업,Large Stow Net,266,14054.65,124825,266,14054.65,124825,0,0,2017-12-02,2017-12-02
2006,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,464,14816.84,205723,464,14816.84,205723,0,0,2017-12-02,2017-12-02
1998,3990,  연      안        기      타,Coastal Others,1443,940.07,17756,380,378.15,17756,1063,561.92,2017-12-02,2017-12-02
1998,3140,  정    치    망     어     업,Set Nets,566,3011.73,50619,440,2734.93,50619,126,276.8,2017-12-02,2017-12-02
2001,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,6,378.24,3000,6,378.24,3000,0,0,2017-12-02,2017-12-02
2001,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),56,4611.93,24048,56,4611.93,24048,0,0,2017-12-02,2017-12-02
2001,1990,  기   타   원   양    어   업,Others,7,1298.81,3685,7,1298.81,3685,0,0,2017-12-02,2017-12-02
2001,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,84,38198.51,113135,84,38198.51,113135,0,0,2017-12-02,2017-12-02
2001,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,3,481.47,1380,3,481.47,1380,0,0,2017-12-02,2017-12-02
2001,1020,  원   양   트   롤    어   업,Otter Trawl,213,175328.18,421818,213,175328.18,421818,0,0,2017-12-02,2017-12-02
2001,1000,원       양        어       업,Distant Waters Fisheries,568,335552.23,914676,568,335552.23,914676,0,0,2017-12-02,2017-12-02
2000,6000,기       타        어       업,Others,2641,144420.97,919455,2058,143507.9,919455,583,913.07,2017-12-02,2017-12-02
2000,3070,  연   안   통   발    어   업,Coastal Trap,8274,21293.52,1233214,8124,21168.49,1233214,150,125.03,2017-12-02,2017-12-02
2000,2090,  소   형   선   망    어   업,Small Powered Purse Seines,82,1420.16,26098,82,1420.16,26098,0,0,2017-12-02,2017-12-02
2000,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,94,42369.22,126735,94,42369.22,126735,0,0,2017-12-02,2017-12-02
2000,6020,  지    도      단    속    선,Patrol Boats,168,15033.36,100703,168,15033.36,100703,0,0,2017-12-02,2017-12-02
2000,5010,  내    수    면     어     업,Inland Waters Fisheries,3664,2874.11,202178,2797,2591.39,202178,867,282.72,2017-12-02,2017-12-02
2000,4010,  천      해        양      식,Shallow Sea Culture,20359,28515.84,1430723,19491,27531.44,1430723,868,984.4,2017-12-02,2017-12-02
2000,3990,  연      안        기      타,Coastal Others,74,104.35,5954,71,100.86,5954,3,3.49,2017-12-02,2017-12-02
2000,3140,  정    치    망     어     업,Set Nets,593,3445.45,68770,482,3213.34,68770,111,232.11,2017-12-02,2017-12-02
2000,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),726,861.93,47216,582,801.76,47216,144,60.17,2017-12-02,2017-12-02
2000,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,23646,52498.11,2865986,21946,51409.12,2865986,1700,1088.99,2017-12-02,2017-12-02
2001,3080,  연   안   들   망    어   업,Coastal Lift Nets,230,661.67,26303,199,625.24,26303,31,36.43,2017-12-02,2017-12-02
2001,3070,  연   안   통   발    어   업,Coastal Trap,7981,20905.69,1000749,7872,20812.38,1000749,109,93.31,2017-12-02,2017-12-02
2001,3060,  연  안   채  낚  기   어  업,Coastal Angling,5905,10594.81,482777,4932,10109.03,482777,973,485.78,2017-12-02,2017-12-02
2001,3050,  연   안   연   승    어   업,Coastal Long Line,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2001,3040,  연   안   선   망    어   업,Coastal Purse Seines,494,2688.58,112316,475,2672.39,112316,19,16.19,2017-12-02,2017-12-02
2001,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
2001,3020,  연  안   안  강  망   어  업,Small Stow Net,408,2126.03,85279,391,2086.32,85279,17,39.71,2017-12-02,2017-12-02
2001,3010,  연  안   유  자  망   어  업,Coastal Gill Net,20623,50659.25,3345793,19796,50115.24,3345793,827,544.01,2017-12-02,2017-12-02
2001,3000,연       안        어       업,Coastal Fisheries,62976,154271.36,8937270,59486,151853.2,8937270,3490,2418.16,2017-12-02,2017-12-02
2001,2180,  근   해   연   승    어   업,Off-Shore Long Line,907,21252.81,309174,907,21252.81,309174,0,0,2017-12-02,2017-12-02
2001,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),15,595,6805,15,595,6805,0,0,2017-12-02,2017-12-02
2001,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,35,1883.73,19911,35,1883.73,19911,0,0,2017-12-02,2017-12-02
1998,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),509,572.89,26997,424,523,26997,85,49.89,2017-12-02,2017-12-02
1998,3120,  구  획  어  업  (정  치  성),Sectional Fishery(Setting),555,1223.01,44846,497,1065.98,44846,58,157.03,2017-12-02,2017-12-02
1998,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1998,3100,  연  안   선  인  망   어  업,Coastal Drag Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1998,3090,  연   안   조   망    어   업,Coastal Beam Trawl,759,3097.41,127261,756,3095.51,127261,3,1.9,2017-12-02,2017-12-02
1998,3080,  연   안   들   망    어   업,Coastal Lift Nets,258,637.74,19450,189,536.38,19450,69,101.36,2017-12-02,2017-12-02
1993,2070,  동  해  구  트  롤   어   업,Eastern Sea Trawl,44,2957.61,19475,44,2957.61,19475,0,0,2017-12-02,2017-12-02
1993,2060,  대   형   트   롤    어   업,Large Otter Trawl,86,11482.06,81594,86,11482.06,81594,0,0,2017-12-02,2017-12-02
1993,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),23,970.42,7141,23,970.42,7141,0,0,2017-12-02,2017-12-02
1993,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),94,5062.38,33444,94,5062.38,33444,0,0,2017-12-02,2017-12-02
1993,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Seine,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1993,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),379,40287.65,223011,379,40287.65,223011,0,0,2017-12-02,2017-12-02
1993,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),76,6401.18,25904,76,6401.18,25904,0,0,2017-12-02,2017-12-02
2002,1020,  원   양   트   롤    어   업,Otter Trawl,200,163521.5,390131,200,163521.5,390131,0,0,2017-12-02,2017-12-02
2002,1000,원       양        어       업,Distant Waters Fisheries,543,318854.86,867419,543,318854.86,867419,0,0,2017-12-02,2017-12-02
2001,6030,  시   험   및    교   습   선,Experiment & Education Boats,53,12403.48,40981,52,12402.48,40981,1,1,2017-12-02,2017-12-02
2001,6010,  어   획   물    운   반   선,Fish Carrier,201,77380.47,181922,201,77380.47,181922,0,0,2017-12-02,2017-12-02
2001,5010,  내    수    면     어     업,Inland Waters Fisheries,4330,3489.97,224078,3527,3232.1,224078,803,257.87,2017-12-02,2017-12-02
2001,4010,  천      해        양      식,Shallow Sea Culture,19856,28944.73,1484043,19133,28127.86,1484043,723,816.87,2017-12-02,2017-12-02
2001,3990,  연      안        기      타,Coastal Others,57,105.85,5662,56,105.48,5662,1,0.37,2017-12-02,2017-12-02
2001,3130,  구  획  어  업  (이  동  성),Sectional Fishery(Non-Setting),648,773.25,43587,521,721.96,43587,127,51.29,2017-12-02,2017-12-02
2001,3110,  연   안   복   합    어   업,Coastal Muiti Fishery,24864,58525.32,3600959,23628,57691.58,3600959,1236,833.74,2017-12-02,2017-12-02
2001,3090,  연   안   조   망    어   업,Coastal Beam Trawl,509,2171.41,92348,507,2170.76,92348,2,0.65,2017-12-02,2017-12-02
2001,2170,  근   해   형   망    어   업,Off-Shore Long Line,82,1050.95,21555,82,1050.95,21555,0,0,2017-12-02,2017-12-02
2001,2150,  잠    수    기      어    업,Diving,208,852.81,56890,208,852.81,56890,0,0,2017-12-02,2017-12-02
2001,2130,  근  해   안  강  망   어  업,Large Stow Net,585,43359.95,271354,585,43359.95,271354,0,0,2017-12-02,2017-12-02
2001,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,552,19123.08,190930,552,19123.08,190930,0,0,2017-12-02,2017-12-02
2001,2090,  소   형   선   망    어   업,Small Powered Purse Seines,92,1543.74,29950,92,1543.74,29950,0,0,2017-12-02,2017-12-02
1997,6030,  시   험   및    교   습   선,Experiment & Education Boats,85,12487.17,42159,56,12441.75,42159,29,45.42,2017-12-02,2017-12-02
1997,6020,  지    도      단    속    선,Patrol Boats,159,13845.14,83043,158,13840.3,83043,1,4.84,2017-12-02,2017-12-02
1997,6010,  어   획   물    운   반   선,Fish Carrier,210,83647.33,182552,210,83647.33,182552,0,0,2017-12-02,2017-12-02
1993,2150,  잠    수    기      어    업,Diving,248,969.12,37216,248,969.12,37216,0,0,2017-12-02,2017-12-02
1993,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,2,50,440,2,50,440,0,0,2017-12-02,2017-12-02
1993,2130,  근  해   안  강  망   어  업,Large Stow Net,818,68673.43,297684,818,68673.43,297684,0,0,2017-12-02,2017-12-02
1993,2120,  근  해   유  자  망   어  업,Off-Shore Gill Net,1064,30539.37,232941,1064,30539.37,232941,0,0,2017-12-02,2017-12-02
1993,2110,  기  선   권  현  망   어  업,Anchovy Drag Net,719,23715.98,169814,719,23715.98,169814,0,0,2017-12-02,2017-12-02
1993,2090,  소   형   선   망    어   업,Small Powered Purse Seines,121,2461.18,19530,120,2458.96,19530,1,2.22,2017-12-02,2017-12-02
1999,2090,  소   형   선   망    어   업,Small Powered Purse Seines,82,1435.81,24432,82,1435.81,24432,0,0,2017-12-02,2017-12-02
1999,2080,  대   형   선   망    어   업,Large Powered Purse Seines,238,32060.05,256416,238,32060.05,256416,0,0,2017-12-02,2017-12-02
1999,2070,  동  해  구  트  롤   어   업,Estern Sea Trawl,36,1983.1,17316,36,1983.1,17316,0,0,2017-12-02,2017-12-02
1999,2050,  중형기선 저인망 어업(쌍끌이),Trawl Medium(Two Boat),14,550,6161,14,550,6161,0,0,2017-12-02,2017-12-02
1999,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1999,2020,  대형기선 저인망 어업(쌍끌이),Trawl Large(Two Boat),287,31493.97,229257,287,31493.97,229257,0,0,2017-12-02,2017-12-02
1997,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,30,31941.76,106125,30,31941.76,106125,0,0,2017-12-02,2017-12-02
1997,1020,  원   양   트   롤    어   업,Otter Trawl,227,172824.06,439352,227,172824.06,439352,0,0,2017-12-02,2017-12-02
1997,1010,  원   양   연   승    어   업,Long Line,233,91734.35,271443,233,91734.35,271443,0,0,2017-12-02,2017-12-02
1997,1000,원       양        어       업,Distant Waters Fisheries,637,357688.66,1003965,637,357688.66,1003965,0,0,2017-12-02,2017-12-02
1997,0,총                          계,Total,81000,964470.79,12700482,73780,958155.03,12700482,7220,6315.76,2017-12-02,2017-12-02
1998,2040,  중형기선 저인망 어업(외끌이),Trawl Medium(One Boat),90,5325.63,37691,90,5325.63,37691,0,0,2017-12-02,2017-12-02
1998,2030,  동해구 기 선 저 인 망  어 업,Eastern Sea Danish Sein,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1998,2010,  대형기선 저인망 어업(외끌이),Trawl Large(One Boat),60,5320.41,25690,60,5320.41,25690,0,0,2017-12-02,2017-12-02
1998,2000,근       해         어      업,Off-Shore Fisheries,6165,302323.82,4695732,6164,302322.8,4695732,1,1.02,2017-12-02,2017-12-02
1998,1990,  기   타   원   양    어   업,Others,7,1298.81,3685,7,1298.81,3685,0,0,2017-12-02,2017-12-02
1998,1070,  원   양   통   발    어   업,Distant Waters Trap,8,2105.1,8270,8,2105.1,8270,0,0,2017-12-02,2017-12-02
1998,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,13,4537.57,15400,13,4537.57,15400,0,0,2017-12-02,2017-12-02
1998,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,3,481.47,1380,3,481.47,1380,0,0,2017-12-02,2017-12-02
1998,1030,  원   양   선   망    어   업,Distant Waters Purse Senes,29,30435.71,102525,29,30435.71,102525,0,0,2017-12-02,2017-12-02
1998,1020,  원   양   트   롤    어   업,Otter Trawl,228,179397.4,435627,228,179397.4,435627,0,0,2017-12-02,2017-12-02
1998,1010,  원   양   연   승    어   업,Long Line,232,91415.97,270143,232,91415.97,270143,0,0,2017-12-02,2017-12-02
1993,2170,  근   해   형   망    어   업,Off-Shore Dredge Net,169,1641.92,30578,168,1641.57,30578,1,0.35,2017-12-02,2017-12-02
1993,2180,  근   해   연   승    어   업,Off-Shore Long Line,1150,25514.88,287760,1150,25514.88,287760,0,0,2017-12-02,2017-12-02
1998,3050,  연   안   연   승    어   업,Coastal Long Line,15639,35793.67,1541767,14775,35111.63,1541767,864,682.04,2017-12-02,2017-12-02
1998,3040,  연   안   선   망    어   업,Coastal Purse Seines,208,1023.52,40109,188,1007.1,40109,20,16.42,2017-12-02,2017-12-02
1998,3030,  연   안   형   망    어   업,Coastal Dredge Nets,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1998,3020,  연  안   안  강  망   어  업,Small Stow Net,595,3111.78,101103,552,2996.66,101103,43,115.12,2017-12-02,2017-12-02
1998,3000,연       안        어       업,Coastal Fisheries,58119,135881.02,5481894,52315,131766.3,5481894,5804,4114.72,2017-12-02,2017-12-02
1998,2180,  근   해   연   승    어   업,Off-Shore Long Line,1079,25942.86,311823,1079,25942.86,311823,0,0,2017-12-02,2017-12-02
1998,2170,  근   해   형   망    어   업,Off-Shore Long Line,112,1321.53,24900,111,1320.51,24900,1,1.02,2017-12-02,2017-12-02
1998,2150,  잠    수    기      어    업,Diving,219,855.48,52516,219,855.48,52516,0,0,2017-12-02,2017-12-02
1998,2140,  근  해   봉  수  망   어  업,Off-Shore Stick-held Dip Net,7,193,2539,7,193,2539,0,0,2017-12-02,2017-12-02
1998,2130,  근  해   안  강  망   어  업,Large Stow Net,769,61661.32,1158438,769,61661.32,1158438,0,0,2017-12-02,2017-12-02
1993,2000,근       해         어      업,Off-Shore Fisheries,6676,331275.95,2177521,6674,331273.38,2177521,2,2.57,2017-12-02,2017-12-02
1993,1990,  기   타   원   양    어   업,Others,2,1773.2,5200,2,1773.2,5200,0,0,2017-12-02,2017-12-02
1993,1070,  원   양   통   발    어   업,Distant Waters Trap,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
1993,1060,  원  양  채  낚  기   어   업,Distant Waters Angling,93,41550.24,123575,93,41550.24,123575,0,0,2017-12-02,2017-12-02
1993,1050,  원  양  봉  수  망   어   업,Distant Waters Stick-held Dip Net,4,1159.87,3560,4,1159.87,3560,0,0,2017-12-02,2017-12-02
1993,1040,  원  양  유  자  망   어   업,Distant Waters Floating Gill Net,0,0,0,0,0,0,0,0,2017-12-02,2017-12-02
